key,speech_date,speech_time,company_id,company_name,subject,matched_keywords,enterDate,marketKind,serialNumber,detail_json,fetched_at_tw
1150413|sii|1589|1,115/04/13,14:39:11,1589,永冠-KY,公告召開本公司中華民國境內第四次無擔保轉換公司債債權人會議,公司債,1150413,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""1589"", ""data"": [[1, ""115/04/13"", ""14:39:11"", ""蔡樹根"", ""副董事長"", ""(02)2791-7198"", ""公告召開本公司中華民國境內第四次無擔保轉換公司債債權人會議"", ""51"", ""115/04/13"", ""1.事實發生日:115/04/13\n2.公司名稱:永冠能源科技集團有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:\n  (1) 訂於民國一百一十五年六月一日(星期一)下午二點整，假台北市中正區懷寧街\n      53號10樓(臺灣土地銀行總行第一會議室)召開本公司中華民國境內第四次無擔\n      保轉換公司債債權人會議。\n  (2) 會議內容: 本公司與中華民國境內第四次無擔保轉換公司債債權人債務協商。\n  (3) 最後過戶日為115年5月2日(因適逢假日提前至4月30日)，停止過戶(轉換)期間\n      自為115年5月3日至115年6月1日止。\n6.因應措施:\n  無。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n  無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""永冠-KY""}, ""datetime"": ""115/04/13 16:03:20""}",2026-04-13 16:03:18
1150413|sii|6451|1,115/04/13,15:00:12,6451,訊芯-KY,本公司可轉換公司債訊芯二KY(代號:64512)近期達公布注意交易資訊標準，故公告相關訊息，以利投資人區別瞭解,公司債,1150413,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""6451"", ""data"": [[1, ""115/04/13"", ""15:00:12"", ""王耀偉"", ""經理"", ""02-22688368"", ""本公司可轉換公司債訊芯二KY(代號:64512)\r\n近期達公布注意交易資訊標準，\r\n故公告相關訊息，以利投資人區別瞭解"", ""51"", ""115/04/13"", ""1.事實發生日:115/04/13\n2.發生緣由:依櫃買中心通知辦理\n3.公司債相關資訊:\n到期日期:117/02/27\n實際發行總額: 2,500,000,000\n本月發行餘額:1,970,500,000 (截至115/04/10未轉換金額)\n最新轉(交)換價格:240.60\n轉換標的收市價格(6451):475.00  (115/04/13 收盤價)\n轉債收市價格(64512):196.00    (115/04/13 收盤價)\n「櫃買中心對有價證券上櫃公司重大訊息之查證暨公開處理程序」\n第四條所列重大訊息之情事:無\n4.其他應敘明事項:無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""訊芯-KY""}, ""datetime"": ""115/04/13 16:03:21""}",2026-04-13 16:03:18
1150413|sii|2424|2,115/04/13,15:30:59,2424,隴華,更正公開資訊觀測站私募專區私募普通股董事會決議日起兩日內應申報相關資訊,私募普通股,1150413,sii,2,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2424"", ""data"": [[2, ""115/04/13"", ""15:30:59"", ""王雅萱"", ""總經理"", ""(02)2578-7775"", ""更正公開資訊觀測站私募專區私募普通股董事會決議日起\r\n兩日內應申報相關資訊"", ""51"", ""115/04/13"", ""1.事實發生日:115/04/13\n2.公司名稱:隴華電子股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:配合財團法人證券投資人及期貨交易人保護中心要求，更正私募專區董事\n 會決議日起兩日內應申報相關資訊\n6.更正資訊項目/報表名稱:董事會決議日起兩日內應申報之股東會應充分說明事項\n (私募普通股適用)\n7.更正前金額/內容/頁次:\n 辦理私募之資金用途及預計達成效益(註八)：\n (1)資金用途：為充實營運資金、改善財務結構或其他因應本公司未來發展之資金需\n    求。\n (2)預計達成效益：降低公司經營風險，健全公司財務結構，並提升未來營運效能，\n    對股東權益具有正面效益。\n8.更正後金額/內容/頁次:\n 辦理私募之資金用途及預計達成效益(註八)：\n 各分次之資金用途及預計達成效益均為充實營運資金、改善財務結構或其他因應本公\n 司未來發展之資金需求。預計將降低公司經營風險，健全公司財務結構，並提升未\n 來營運效能。\n 上述分次辦理之預計發行額度，於各次實際辦理時，得將先前未發行股數及/或後續\n 預計發行股數全數或一部併同發行，惟合計發行總股數以不超過11,000仟股為上限。\n9.因應措施:更正後重新上傳至公開資訊觀測站\n10.其他應敘明事項:無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""隴華""}, ""datetime"": ""115/04/13 16:03:22""}",2026-04-13 16:03:18
1150413|otc|8358|3,115/04/13,14:55:43,8358,金居,公告本公司董事會決議實施庫藏股買回本公司股份,庫藏股,1150413,otc,3,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""8358"", ""data"": [[3, ""115/04/13"", ""14:55:43"", ""李思賢"", ""董事長兼任總經理"", ""02-6615-8899"", ""公告本公司董事會決議實施庫藏股買回本公司股份"", ""35"", ""115/04/13"", ""1.董事會決議日期:115/04/13\r\n2.買回股份目的:轉讓股份予員工\r\n3.買回股份種類:普通股\r\n4.買回股份總金額上限(元):4,192,890,802\r\n5.預定買回之期間:115/04/14~115/06/12\r\n6.預定買回之數量(股):1,000,000\r\n7.買回區間價格(元):200.00~280.00，公司股價低於區間價格下限，將繼續買回\r\n8.買回方式:自集中交易市場買回\r\n9.預定買回股份占公司已發行股份總數之比率(%):0.40\r\n10.申報時已持有本公司股份之累積股數(股):97,000\r\n11.申報前三年內買回公司股份之情形:\r\n(1)實際買回股份期間：114/05/23 ~ 114/06/06 、預定買回股數(股)：4167000 、實際已買回股\r\n數(股)：170000 、執行情形(實際已買回股數占預定買回股數%)：4.00\r\n12.已申報買回但未執行完畢之情形:\r\n本公司前次申報買回本公司股份數量為4,167,000股，惟實際買回170,000股，尚有未執行完畢之情\r\n形。\r\n13.董事會決議買回股份之會議紀錄:\r\n案由：擬依「上市上櫃公司買回本公司股份辦法」買回本公司股份， 謹提請審議。\r\n說明：\r\n一、依證券交易法第二十八條之二有關建立庫藏股制度之規定，明定對於股票已上市或上櫃之公司，\r\n於符合規定目的及需要之情況下，得經董事會決議，於有價證券集中交易市場、證券商營業處所或以\r\n公開收購之方式買回其股份，不受公司法第一百六十七條第一項規定之限制。\r\n二、依「上市上櫃公司買回本公司股份辦法」之規定，本公司買回股份應公告及申報之主要事項如\r\n下： \r\n（一）買回股份之目的：轉讓股份予員工。\r\n（二）買回股份之種類：普通股。\r\n（三）買回股份之總金額上限：4,192,890,802元。\r\n（四）預定買回之期間與數量：自115年4月14日起至115年6月12日止；預計買回1,000,000\r\n      股。本次買回金額280,000,000元(以每股最高 280 元買進試算)。\r\n（五）買回之區間價格：新台幣200元至280元；當公司股價低於所定區間價格下限時，將繼續執行\r\n買回公司股份。買回申報需函送會計師或證券承銷商對買回股份價格之合理性評估意見。\r\n（六）買回之方式：於集中交易市場買進。每日可買進數量為333,333股以內。\r\n（七）申報時已持有公司股份數量：97,000股。\r\n（八）申報前三年內買回本公司股份之情形：114/4/15~6/13買回170,000股，現已轉讓73,000股\r\n予員工。\r\n（九）已申報買回但未執行完畢之情形：申報買回4,167,000股，實際買回170,000股。\r\n（十）本次買回本公司股份僅佔本公司已發行股份之 0.4﹪，且本次買回本公司股份業已考慮公司\r\n財務狀況，不影響公司資本之維持，另委請群益金鼎證券股份有限公司對本公司買回股份價格合理性\r\n出具評估報告書。\r\n三、本案如蒙通過，將依法出具已考量公司財務狀況及不影響公司資本維持聲明書 ，\r\n並進行公告申報、執行買回及轉讓股份予員工之作業(庫藏股轉讓員工辦法)。\r\n決議：經主席徵詢全體出席董事無異議照案通過。\r\n14.「上市上櫃公司買回本公司股份辦法」第十條規定之轉讓辦法:\r\n本公司經董事會於114年8月8日通過修訂「庫藏股轉讓員工辦法」：\r\n第一條 目的\r\n本公司為獎勵員工創造價值、勇於承擔額外或艱困任務，有具體績效或特殊貢獻之優秀人才，依據證\r\n券交易法第二十八條之二 第一項第一款及金融監督管理委員會發佈之「上市上櫃公司買回本公司股\r\n份辦法」等相關規定，訂定本公司買回股份轉讓員工辦法。本公司買回股份轉讓予員工，除依有關法\r\n令規定外，悉依本辦法規定辦理。\r\n\r\n第二條 轉讓股份之種類、權利內容及權利受限情形\r\n本次轉讓予員工之股份為普通股，其權利義務除有關法令及本辦法另有規定者外，與其它流通在外普\r\n通股相同。\r\n\r\n第三條 轉讓期間\r\n本次買回之股份，得依本辦法之規定，自買回股份之日起五年內，一次或分次轉讓予員工，逾期未轉\r\n讓部份視為未發行股份，應依法辦理註銷股份變更登記。\r\n\r\n第四條 受讓人之資格\r\n凡於認股基準日前到職且前年度未有重大過失處分，對本公司創造價值、勇於承擔額外或艱困任務，\r\n有具體績效或特殊貢獻之優秀人才經提報董事會同意之本公司全職員工及符合一定條件之國內外從屬\r\n公司之全職員工，得依本辦法第五條所定認購數額，享有認購資格。\r\n所稱國內外從屬公司，係指依公司法第三百六十九條之二、第三百六十九條之三之標準認定之。\r\n\r\n第五條 員工得認購股數\r\n員工得認購股數將考量員工對本公司創造價值、勇於承擔額外或艱困任務，有具體績效或特殊貢獻等\r\n標準，訂定員工得受讓股份之權數，並須兼顧認股基準日時公司持有之買回股份總額及單一員工認購\r\n股數之上限等因素，實際具體認購資格及認購數量由董事會決議，不得授權董事長決定，並依以下審\r\n核程序辦理： \r\n一、本公司經理人或兼任本公司董事之員工，應先經本公司薪資報酬委員會同意後，再提本公司董事\r\n會決議；本公司及國內外控制或從屬公司之員工若兼具本公司經理人或本公司董事身分者，亦須比照\r\n前述程序。\r\n二、第一款所述以外之本公司及國內外控制或從屬公司之員工，應先經本公司審計委員會同意後，再\r\n提本公司董事會決議。\r\n第六條  本次買回股份轉讓予員工之作業程序\r\n一、依董事會之決議、公告、申報並於執行期限內買回本公司股份。\r\n二、訂定有關分次轉讓股數、員工認股基準日、得認購股數標準、認購繳款期間、權利內容及限制條\r\n件等作業事項，董事會依本辦法訂定及公布之。\r\n三、統計實際認購繳款股數，辦理轉讓過戶登記。\r\n四、員工於認購繳款期間屆滿而未認購繳款者，將視同棄權；認購不足之餘額，可由董事會於當次認\r\n購作業或併至第三條轉讓期間內之後續次別認購作業，另洽其他員工認購，依認股人身分提報審計委\r\n員會或薪資報酬委員會審議後呈報董事會決議。\r\n\r\n第七條  約定之每股轉讓價格\r\n每次買回股份轉讓予員工，以實際買回之平均價格為轉讓價格，轉讓價格採無條件進位法計算至新台\r\n幣分為止。惟轉讓前，如遇有公司已發行之普通股股份增加，得按發行股份增加比率調整之。\r\n     \r\n第八條  轉讓後之權利義務\r\n一、本次買回股份轉讓予員工並辦理過戶登記後，除另有規定者外, 餘權利義務與原有股份相同。\r\n二、依本辦法轉讓之股份，其所發生之稅捐及費用依轉讓時當時之法令及公司相關作業辦理。\r\n三、本公司得依整體經營獲利狀況，保留調整或停止實施之權利，受領之員工需盡保密之義務。\r\n\r\n第九條 符合受讓資格之員工，有下列情形之一者，喪失其請求轉讓股份之權利\r\n一、於轉讓期間內留職停薪尚未復職者。\r\n二、於本辦法訂定後因死亡、任何原因離職與公司終止僱傭關係者。\r\n三、於轉讓期間屆滿，仍未申請轉讓者。\r\n四、於認購繳款截止日前提出離職(或留職停薪)者，取消認購資格\r\n\r\n第十條  公布實施與修正\r\n一、本辦法如有未盡事宜之處，悉依相關規定辦理之。\r\n二、本辦法經董事會通過後生效，修訂時亦同。\r\n第十一條  訂立及修訂日期\r\n一、本辦法訂立於中華民國一○○年十二月十二日。\r\n二、第一次修訂於中華民國一○一年二月二十三日。\r\n三、第二次修訂於中華民國一一四年八月八日。\r\n15.「上市上櫃公司買回本公司股份辦法」第十一條規定之轉換或認股辦法:\r\n不適用。\r\n16.董事會已考慮公司財務狀況，不影響公司資本維持之聲明:\r\n一、本公司經115年4月13日第十屆第六次董事會三分之二以上董事之出席及出席董事超過\r\n二分之一之同意通過，自申報日起二個月內於集中交易市場買回本公司股份 1,000,000股。\r\n二、上述買回股份總數，僅占本公司已發行股份之百分之0.4，且買回股份所需金額上限僅占本\r\n公司流動資產之百分之6.76，茲聲明本公司董事會已考慮公司財務狀況，上述股份之買回並\r\n不影響本公司資本之維持。\r\n三、本聲明書業經本公司上述同次董事會議通過，出席董事10人同意本聲明書之內容，併此聲\r\n明。\r\n17.會計師或證券承銷商對買回股份價格之合理性評估意見:\r\n本公司證券承銷商認為本次預計買回公司股份，其決議買回股份數量及買回價格之決策過程適\r\n  法，價格區間之訂定亦屬合理，且未來執行時對公司之財務狀況尚不致造成重大不利影響。\r\n  另其財務結構、每股淨值、每股盈餘、權益報酬率、速動比率、流動比率等，並無發生重大變\r\n  動。\r\n18.其他證期局所規定之事項:\r\n無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""金居""}, ""datetime"": ""115/04/13 16:03:23""}",2026-04-13 16:03:18
1150413|otc|6640|1,115/04/13,15:31:09,6640,均華,公告本公司115年第1季自結合併損益,自結合併,1150413,otc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""6640"", ""data"": [[1, ""115/04/13"", ""15:31:09"", ""石敦智"", ""總經理"", ""22682216"", ""公告本公司115年第1季自結合併損益"", ""53"", ""115/04/13"", ""1.事實發生日:115/04/13\n2.公司名稱:均華精密工業股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:\n本公司115年第1季合併稅前淨利為186,772仟元；歸屬於母公司業主之稅後\n淨利為147,007仟元；每股盈餘為5.19元。\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，\n本則重大訊息同時符合證券交易法施行細則第7條第9款所定\n對股東權益或證券價格有重大影響之事項):上述自結數尚未經會計師查核或核閱　\n，實際獲利數字依本公司公告之每季經會計師簽證(核閱)之財務報告為準。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""均華""}, ""datetime"": ""115/04/13 16:03:24""}",2026-04-13 16:03:18
1150413|otc|5443|1,115/04/13,15:44:18,5443,均豪,公告本公司115年第1季自結合併損益,自結合併,1150413,otc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""5443"", ""data"": [[1, ""115/04/13"", ""15:44:18"", ""梁又文"", ""執行長"", ""03-5639999#3262"", ""公告本公司115年第1季自結合併損益"", ""53"", ""115/04/13"", ""1.事實發生日:115/04/13\n2.公司名稱:均豪精密工業股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:\n本公司115年第1季合併稅前淨利為1.17億元；歸屬於母公司業主之稅後\n淨利為0.31億元；每股盈餘為0.19元。\n115年累計至03月份為止，合併稅前淨利為1.17億元；歸屬於母公司業主之稅後淨利\n為0.31億元；每股盈餘為0.19元。\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，\n本則重大訊息同時符合證券交易法施行細則第7條第9款所定\n對股東權益或證券價格有重大影響之事項):上述自結數尚未經會計師查核或核閱　\n，實際獲利數字依本公司公告之每季經會計師簽證(核閱)之財務報告為準。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""均豪""}, ""datetime"": ""115/04/13 16:03:25""}",2026-04-13 16:03:18
1150413|rotc|7828|1,115/04/13,15:10:59,7828,創新服務,公告本公司股票初次上櫃前現金增資發行新股承銷價格,現金增資,1150413,rotc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""興櫃公司"", ""companyId"": ""7828"", ""data"": [[1, ""115/04/13"", ""15:10:59"", ""林俊忠"", ""業務部副總"", ""04-2680-1023"", ""公告本公司股票初次上櫃前現金增資發行新股承銷價格"", ""44"", ""115/04/13"", ""1.事實發生日:115/04/13\n2.公司名稱:創新服務股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:公告本公司股票初次上櫃前現金增資發行新股承銷價格\n6.因應措施:不適用\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，\n本則重大訊息同時符合證券交易法施行細則第7條第9款所定\n對股東權益或證券價格有重大影響之事項):\n一、配合本公司初次上櫃前辦理現金增資發行普通股3,808,000股，每股面額新臺幣\n    10元，總額新臺幣38,080,000元，業經財團法人中華民國證券櫃檯買賣中心115\n    年03月20日證櫃審字第1150001034號函申報生效在案。\n二、本次現金增資採溢價方式辦理，競價拍賣最低承銷價格定為每股新臺幣550.88元\n    ，依投標價格高者優先得標，每一得標人應依其得標價格認購，各得標單之價格\n    及其數量加權平均價格為新臺幣1,233.72元，均價高於最低承銷價格的1.14倍，\n    故公開申購承銷價格以每股新臺幣628元溢價發行。\n三、本次現金增資所發行之新股，其權利義務與原發行之普通股股份相同。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""創新服務""}, ""datetime"": ""115/04/13 16:03:27""}",2026-04-13 16:03:18
