key,speech_date,speech_time,company_id,company_name,subject,matched_keywords,enterDate,marketKind,serialNumber,detail_json,fetched_at_tw
1150824|sii|7610|1,115/08/24,11:20:28,7610,聯友金屬-創,代子公司聯友先進材料股份有限公司公告115年現金增資受豪雨停班影響，繳款期間調整,現金增資,1150824,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""7610"", ""data"": [[1, ""115/08/24"", ""11:20:28"", ""廖佩芬"", ""財務長"", ""08-8661018"", ""代子公司聯友先進材料股份有限公司公告115年現金增資\r\n受豪雨停班影響，繳款期間調整"", ""51"", ""115/08/24"", ""1.事實發生日:115/08/24\n2.公司名稱:聯友先進材料股份有限公司\n3.與公司關係(請輸入本公司或子公司):子公司\n4.相互持股比例:97%\n5.發生緣由:子公司依115年現金增資作業日程，原股東及員工認股繳款期間為\n115/07/24~115/08/24，因08/24遇豪雨影響，致部份縣(市)停止上班，繳款期\n間順延一個營業日，調整繳款期間為115/07/24~115/08/25；原特定人股款繳\n納期間為115/08/25~115/08/31，調整繳款期間為115/08/26~115/09/01\n6.因應措施:發布重大訊息\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n原訂繳款期限為115年8月24日下午15:30，現延後至115年8月25日下午15:30，延後期\n間仍可依原繳款單進行繳款。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""聯友金屬-創""}, ""datetime"": ""115/08/24 16:54:04""}",2026-08-24 16:54:02
1150824|sii|1717|1,115/08/24,13:34:40,1717,長興,公告本公司115年現金增資催繳期限因豪雨影響延長。,現金增資,1150824,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""1717"", ""data"": [[1, ""115/08/24"", ""13:34:40"", ""劉秉誠"", ""財務長"", ""07-3838181-306"", ""公告本公司115年現金增資催繳期限因豪雨影響延長。"", ""51"", ""115/08/24"", ""1.事實發生日:115/08/24\n2.公司名稱:長興材料工業股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:本公司115年現金增資認股繳款期限已於115年7月17日截止，\n惟有部分股東及員工尚未繳納現金增資股款。茲依公司法第266條第3項\n準用同法第142條之規定辦理，自115年7月22日至115年8月24日為股款\n催繳期間，因豪雨影響致部份地區金融機構停班，催繳期限將順延至\n115年8月25日(星期二)下午三點三十分截止。\n6.因應措施:因豪雨影響致部份地區金融機構停班，催繳期限將順延至\n115年8月25日(星期二)下午三點三十分截止。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""長興""}, ""datetime"": ""115/08/24 16:54:05""}",2026-08-24 16:54:02
1150824|sii|7631|1,115/08/24,14:21:05,7631,聚賢研發-創,公告本公司國內第一次無擔保轉換公司債收足應募價款,公司債,1150824,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""7631"", ""data"": [[1, ""115/08/24"", ""14:21:05"", ""鄭惠芸"", ""總經理"", ""035336381"", ""公告本公司國內第一次無擔保轉換公司債收足應募價款"", ""51"", ""115/08/24"", ""1.事實發生日:115/08/24\n2.公司名稱:聚賢研發股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:依據「發行人募集與發行有價證券處理準則」第九條第一項第二款之規定辦\n理，本公司發行國內第一次無擔保轉換公司債案至公告日止，債款代收銀行業已收足所\n有應募款項並匯撥至專戶存儲銀行，共計新臺幣402,000仟元整，特此公告。\n6.因應措施:無。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""聚賢研發-創""}, ""datetime"": ""115/08/24 16:54:06""}",2026-08-24 16:54:02
1150824|sii|3231|1,115/08/24,16:25:42,3231,緯創,(補充公告)本公司進行建築物改良及取得機器設備之交易相對人達公告標準,機器設備,1150824,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""3231"", ""data"": [[1, ""115/08/24"", ""16:25:42"", ""石慶堂"", ""財務長"", ""(02)6616-9999"", ""(補充公告)本公司進行建築物改良及取得機器設備之交易相對人\r\n達公告標準"", ""20"", ""115/08/24"", ""1. 原公告日期：\r\n115/06/26\r\n2. 簡述原公告申報內容：\r\n本公司原於115年6月26日公告擬於進行建築物改良及取得機器設備\r\n3. 變動緣由及主要內容：\r\n補充公告交易相對人包含非關係人聖暉工程科技(股)公司，一年內累計交易金額為\r\n新台幣1,063,918仟元\r\n4. 變動後對公司財務業務之影響：\r\n無\r\n5. 其他應敘明事項：\r\n無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""緯創""}, ""datetime"": ""115/08/24 16:54:07""}",2026-08-24 16:54:02
1150824|otc|4549|1,115/08/24,13:34:00,4549,桓達,公告本公司國內第一次無擔保轉換公司債轉換價格調整,公司債,1150824,otc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""4549"", ""data"": [[1, ""115/08/24"", ""13:34:00"", ""許碧雲"", ""特別助理"", ""(02)22696789"", ""公告本公司國內第一次無擔保轉換公司債轉換價格調整"", ""53"", ""115/08/24"", ""1.事實發生日:115/08/24\n2.公司名稱:桓達科技股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:本公司依國內第一次無擔保轉換公司債發行及轉換辦法規定調整轉換價格。\n6.因應措施:\n(1)依據國內第一次轉換公司債發行及轉換辦法第十一條之規定辦理。\n(2)因配發股東股票股利，自除權基準日115年09月14日起，本公司國內第一次轉換\n公司債之每股轉換價格將由新臺幣149.8元調整為新臺幣146.9元。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，\n本則重大訊息同時符合證券交易法施行細則第7條第9款所定\n對股東權益或證券價格有重大影響之事項):無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""桓達""}, ""datetime"": ""115/08/24 16:54:07""}",2026-08-24 16:54:02
1150824|otc|6160|1,115/08/24,13:58:11,6160,欣技,公告本公司現金增資發行新股認股基準日等相關事宜(補充公告催繳期間),現金增資,1150824,otc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""6160"", ""data"": [[1, ""115/08/24"", ""13:58:11"", ""張家榮"", ""財會處資深經理"", ""02-86471166"", ""公告本公司現金增資發行新股認股基準日等相關事宜\r\n(補充公告催繳期間)"", ""11"", ""115/08/24"", ""1.董事會決議或公司決定增資基準日期:115/08/21\n2.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否\n3.主管機關申報生效日期:115/08/20\n4.董事會決議(追補)發行日期:115/05/13\n5.發行總金額及股數:發行總金額新台幣110,000,000元，11,000,000股\n6.採總括申報發行新股案件，本次發行金額及股數:不適用\n7.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用\n8.每股面額:10元\n9.發行價格:實際發行價格於訂定後另行公告。\n10.員工認股股數:保留本次發行新股總數之15%，計1,650,000股予本公司員工認購。\n11.原股東認購比率:本次發行新股總數之75%，計8,250,000股由原股東按增資認股基準日\n股東名簿記載之持股比率認購，原股東每仟股可認購120.457088658753股。\n12.公開銷售方式及股數:提撥本次增資發行新股總數之10%，計1,100,000股對外公開承銷\n13.畸零股及逾期未認購股份之處理方式:原股東認購不足1股之畸零股，由股東自停止過\n戶日起五日內自行至本公司股務代理機構辦理拼湊一整股認購。原股東及員工認購不足\n或放棄認股或拼湊不足一股之畸零股，授權董事長按發行價格洽特定人認購之。\n14.本次發行新股之權利義務:與已發行之普通股相同\n15.本次增資資金用途:償還銀行借款及充實營運資金\n16.現金增資認股基準日:115/09/13\n17.最後過戶日:115/09/08\n18.停止過戶起始日期:115/09/09\n19.停止過戶截止日期:115/09/13\n20.股款繳納期間:\n(1)原股東及員工股款繳納期間：115/09/18~115/09/24\n(2)特定人股款繳納期間：115/09/29~115/09/30\n(3)原股東及員工催繳公告期間：115/09/29~115/10/29\n21.與代收及專戶存儲價款行庫訂約日期:俟正式簽約後另行公告\n22.委託代收存款機構:俟正式簽約後另行公告\n23.委託存儲款項機構:俟正式簽約後另行公告\n24.其他應敘明事項:\n(1)本公司辦理現金增資發行普通股乙案，業經金融監督管理委員會115年8月20日\n金管證發字第1150351246號函申報生效在案。\n(2)除權交易日：115年9月7日\n(3)本次現金增資發行計畫之所訂內容及其他相關未盡事宜，如因主管機關核定\n修正或因法令規定及客觀環境改變而須變更時，授權董事長全權處理之。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""欣技""}, ""datetime"": ""115/08/24 16:54:08""}",2026-08-24 16:54:02
1150824|otc|4609|1,115/08/24,14:41:02,4609,唐鋒,公告115年07月份自結合併財務報告之負債比率、流動比率及速動比率,自結合併,1150824,otc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""4609"", ""data"": [[1, ""115/08/24"", ""14:41:02"", ""簡麗貞"", ""經理"", ""03-4529888"", ""公告115年07月份自結合併財務報告之\r\n負債比率、流動比率及速動比率"", ""53"", ""115/08/24"", ""1.事實發生日:115/08/24\n2.發生緣由:依櫃買中心「證櫃監字第1080201632號」函規定辦理公告\n3.財務資訊年度月份:115年07月\n4.自結流動比率:115年07月：180.92%\n5.自結速動比率:115年07月：167.97%\n6.自結負債比率:115年07月： 79.04%\n7.因應措施:無。\n8.其他應敘明事項:無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""唐鋒""}, ""datetime"": ""115/08/24 16:54:09""}",2026-08-24 16:54:02
1150824|otc|4416|2,115/08/24,15:16:58,4416,三圓,公告本公司普通股公司債到期還款計劃說明,公司債,1150824,otc,2,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""4416"", ""data"": [[2, ""115/08/24"", ""15:16:58"", ""王雅麟"", ""董事長特別助理"", ""(02)2563-9136"", ""公告本公司普通股公司債到期還款計劃說明"", ""53"", ""115/08/24"", ""1.事實發生日:115/08/24\n2.公司名稱:三圓建設股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:依115年06月24日證櫃監字第1150201651號函規定辦理說明\n(1)本公司發行112年度第一次有擔保普通公司債，總發行金額新台幣350,000,000元及\n利息新台幣5,775,000元，將於115年09月19日到期\n(2)本公司發行國內第三次有擔保轉換公司債$955,900,000元，將於115年09月30日可執\n行賣回權，若執行賣回權需支付利息新台幣21,700,000元\n(3)償還資金來源：\n本公司擬出售台北之星不動產，支應前述應付公司債之本金及利息\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，\n本則重大訊息同時符合證券交易法施行細則第7條第9款所定\n對股東權益或證券價格有重大影響之事項):無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""三圓""}, ""datetime"": ""115/08/24 16:54:10""}",2026-08-24 16:54:02
1150824|rotc|6648|1,115/08/24,15:33:38,6648,斯其大,公告本公司115年第二次私募普通股股款繳納完成暨增資基準日,私募普通股,1150824,rotc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""興櫃公司"", ""companyId"": ""6648"", ""data"": [[1, ""115/08/24"", ""15:33:38"", ""代理發言人林偉文"", ""代理發言人"", ""02-77181928"", ""公告本公司115年第二次私募普通股股款繳納完成暨增資基準日"", ""44"", ""115/08/24"", ""1.事實發生日:115/08/24\n2.公司名稱:斯其大科技股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:\n本次辦理第二次私募普通股2,500,000股，業於115年8月24日股款繳納完成並入\n帳，共計新台幣31,500,000元整，並訂115年8月24日為增資基準日。\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，\n本則重大訊息同時符合證券交易法施行細則第7條第9款所定\n對股東權益或證券價格有重大影響之事項):\n本次董事會通過私募股數不超過3,500,000股，私募之發行價格、發行股數或金\n額、發行條件、發行辦法及其他事項，如因法令變更、主管機關意見或市場狀\n況變化，而有變更之必要時，由董事會授權董事長全權處理，其他私募普通股\n重要事項說明，請至公開資訊觀測站之私募專區查詢。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""斯其大""}, ""datetime"": ""115/08/24 16:54:10""}",2026-08-24 16:54:02
1150824|rotc|6917|1,115/08/24,15:58:53,6917,竟天,補充公告本公司115年度現金增資發行新股之代收及專戶存儲價款行庫,現金增資,1150824,rotc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""興櫃公司"", ""companyId"": ""6917"", ""data"": [[1, ""115/08/24"", ""15:58:53"", ""倪淑敏"", ""行政管理處長"", ""03-6581866"", ""補充公告本公司115年度現金增資發行新股之代收及專戶存儲\r\n價款行庫"", ""9"", ""115/08/24"", ""1.董事會決議或公司決定日期:115/08/24\n2.發行股數:6,000,000股。\n3.每股面額:新台幣10元。\n4.發行總金額:按面額計新台幣60,000,000元。\n5.發行價格:每股新台幣32元。\n6.員工認股股數:依公司法第267條規定，保留本次發行新股之10%，計600,000股\n 予本公司員工認購。\n7.原股東認購比例(另請說明每仟股暫定得認購股數):本次發行新股之90%，\n 計5,400,000股由原股東按認股基準日股東名冊記載之持股比例認購之，每仟股\n 認購97.69865392股。\n8.公開銷售方式及股數:不適用。\n9.畸零股及逾期未認購股份之處理方式:認股未滿一股之畸零股得由股東自行在停止\n 過戶日起五日內，逕向本公司股務代理辦理併湊。原股東及員工放棄認購或併湊\n 後不足一股之畸零股，擬授權董事長洽特定人按發行價格認購。\n10.本次發行新股之權利義務:與原已發行普通股股份相同。\n11.本次增資資金用途:臨床試驗費用及充實營運資金。\n12.現金增資認股基準日:115/09/11\n13.最後過戶日:115/09/06\n14.停止過戶起始日期:115/09/07\n15.停止過戶截止日期:115/09/11\n16.股款繳納期間:115/09/18~115/10/19\n17.與代收及專戶存儲價款行庫訂約日期:115/08/24(補充公告)。\n18.委託代收款項機構:臺灣土地銀行股份有限公司工研院分行(補充公告)。\n19.委託存儲款項機構:兆豐國際商業銀行股份有限公司竹北分公司(補充公告)。\n20.其他應敘明事項:\n(1)本次現金增資發行新股業經金融監督管理委員會115年8月17日金管證發字第　\n   1150352687號函申報生效在案。\n(2)本次現金增資之實際發行價格、發行股數、發行條件及方式、募集金額、計\n   劃項目、資金運用進度、預計可能產生效益及其他相關事宜如經主管機關修\n   正或有未盡事宜，或因客觀環境而需要變更時，授權董事長全權處理。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""main"": ""序號"", ""sub"": []}, {""main"": ""發言日期"", ""sub"": []}, {""main"": ""發言時間"", ""sub"": []}, {""main"": ""發言人"", ""sub"": []}, {""main"": ""發言人職稱"", ""sub"": []}, {""main"": ""發言人電話"", ""sub"": []}, {""main"": ""主旨"", ""sub"": []}, {""main"": ""符合條款"", ""sub"": []}, {""main"": ""事實發生日"", ""sub"": []}, {""main"": ""說明"", ""sub"": []}], ""companyAbbreviation"": ""竟天""}, ""datetime"": ""115/08/24 16:54:11""}",2026-08-24 16:54:02
